season,GAME_ID,home_abbr,away_abbr,home_win,home_b2b,away_b2b,home_rest_days,away_rest_days,rest_diff,diff_recent_margin,diff_recent_win_pct,diff_pts_pg_to_date,split_win_pct_delta
2014-15,21401142,DAL,GSW,0,0.0,0,1.0,1.0,0.0,-13.6,-0.5,-7.651462994836493,-0.054817275747508276
2014-15,21401144,DEN,LAC,0,1.0,0,0.0,2.0,-2.0,-16.2,-0.5,-8.607142857142861,-0.09943714821763605
2014-15,21401134,SAS,DEN,1,0.0,0,1.0,1.0,0.0,14.700000000000001,0.4,8.102997355274752,0.4772727272727273
2014-15,21401127,IND,CHA,1,0.0,0,1.0,1.0,0.0,-5.1,-0.09999999999999998,1.4268292682926926,0.15000000000000002
2014-15,21401128,WAS,NYK,1,0.0,0,1.0,1.0,0.0,10.0,0.4,9.324713488098737,0.5077519379844961
2014-15,21401132,MEM,OKC,1,0.0,0,3.0,1.0,2.0,0.29999999999999993,0.0,1.6240082280340715,0.36585365853658536
2014-15,21401131,CHI,DET,1,0.0,0,1.0,1.0,0.0,4.2,0.0,3.5298266235674447,0.2707641196013289
2014-15,21401130,BKN,TOR,1,0.0,0,1.0,1.0,0.0,-0.8,0.20000000000000007,-5.713704819277112,-0.08846153846153848
2014-15,21401135,SAC,NOP,0,0.0,0,1.0,1.0,0.0,-6.7,-0.09999999999999998,-5.148148148148138,0.014102564102564108
2014-15,21401129,BOS,MIL,0,0.0,0,1.0,1.0,0.0,8.5,0.2,0.3523361739641615,0.10686600221483944
2014-15,21401133,MIN,ORL,0,0.0,0,1.0,1.0,0.0,0.09999999999999964,0.1,-1.4710549515133664,-0.02439024390243899
2014-15,21401136,LAL,POR,0,0.0,0,1.0,1.0,0.0,-3.7,-0.10000000000000003,-11.09470039144837,-0.18181818181818182
2014-15,21401124,CLE,MIA,1,0.0,0,3.0,1.0,2.0,10.5,0.30000000000000004,7.0,0.2945590994371482
2014-15,21401126,GSW,PHX,1,0.0,0,1.0,2.0,-1.0,18.299999999999997,0.5,10.195121951219505,0.4737179487179487
2014-15,21401125,DAL,HOU,0,1.0,1,0.0,0.0,0.0,-6.3999999999999995,-0.30000000000000004,0.048192771084345054,0.04878048780487809
2014-15,21401112,CHA,DET,1,0.0,1,1.0,0.0,1.0,-6.1,-0.3,-1.6666666666666714,0.09756097560975613
2014-15,21401121,UTA,DEN,1,0.0,0,1.0,3.0,-2.0,1.4999999999999998,0.0,4.146341463414629,0.22093023255813954
2014-15,21401114,WAS,PHI,1,0.0,0,2.0,1.0,1.0,-0.30000000000000027,0.2,8.737584484278585,0.5203252032520325
2014-15,21401115,BOS,IND,1,0.0,1,1.0,0.0,1.0,8.1,0.3,0.40800963565190784,0.15853658536585363
