season,GAME_ID,home_abbr,away_abbr,home_win,home_b2b,away_b2b,home_rest_days,away_rest_days,rest_diff,diff_recent_margin,diff_recent_win_pct,diff_pts_pg_to_date,split_win_pct_delta,season_start_year,split,Game_Type,HCA_context,HCA_total,theta_game,pred_prob_home_win,pred_label
2024-25,22400764,PHI,TOR,0,0,0,1,1,0,1.1,0.0,1.982758621,0.221674877,2024,valid,regular,-0.06118141194410579,0.3159168164366156,1.3715161632791038,0.518754025173637,1
2024-25,22400767,PHX,MEM,0,0,0,2,2,0,-7.1,-0.3,-8.473684211,-0.035714286,2024,valid,regular,-0.022002921346520304,-0.32676615287120775,0.7212523861071142,0.2578731890766802,0
2024-25,22400765,IND,NYK,0,0,0,2,2,0,-0.6,0.0,-5.218181818,-0.001672241,2024,valid,regular,-0.022002921346520304,0.03897409566386474,1.0397435494349039,0.4918105882097315,1
2024-25,22400766,CHI,DET,0,0,0,2,1,1,-7.1,-0.1,-3.586206897,-0.1,2024,valid,regular,-0.03232615689627948,-0.2962041037214137,0.7436356337295967,0.4267753995915696,1
2024-25,22400761,OKC,NOP,1,0,0,1,1,0,23.2,0.6,20.93141946,0.719211823,2024,valid,regular,-0.06118141194410579,0.04679495486738574,1.0479071187951643,0.8926250528017048,1
2024-25,22400763,DEN,POR,1,0,0,1,1,0,-4.9,-0.1,7.233514822,0.296296296,2024,valid,regular,-0.06118141194410579,0.08877073472938071,1.0928300796192147,0.6155620823200896,1
2024-25,22400755,CLE,MIN,1,0,0,2,1,1,-1.3,-0.2,5.309729064,0.248275862,2024,valid,regular,-0.03232615689627948,0.07239371253654986,1.0750785326471006,0.6854830161827188,1
2024-25,22400768,LAL,UTA,1,0,0,1,1,0,23.3,0.7,5.616541353,0.408602151,2024,valid,regular,-0.06118141194410579,-0.26969652037145897,0.7636111996193685,0.6576180915548818,1
2024-25,22400758,BKN,CHA,1,0,1,2,0,2,-0.3,0.2,-1.401623377,0.099358974,2024,valid,regular,0.2286981389650076,0.13129931537834585,1.1403090422695343,0.5195777838582912,1
2024-25,22400762,DAL,SAC,0,0,0,1,1,0,4.8,0.1,2.368421053,0.142857143,2024,valid,regular,-0.06118141194410579,-0.25178877184651777,0.7774089313802868,0.49527697657988917,1
2024-25,22400756,ORL,ATL,0,0,0,1,1,0,-4.1,0.0,1.368421053,0.234491315,2024,valid,regular,-0.06118141194410579,-0.1643739898220115,0.8484246603512,0.4197866551184978,1
2024-25,22400757,WAS,SAS,0,0,0,1,1,0,-6.9,0.0,-12.10175439,-0.083333333,2024,valid,regular,-0.06118141194410579,0.1812526975142317,1.1987180540962679,0.2667227604327494,0
2024-25,22400760,MIL,GSW,0,1,0,0,1,-1,-5.1,-0.1,-1.025246305,0.148148148,2024,valid,regular,-0.16168057942767247,-0.06246509627397942,0.9394458524018765,0.3521440567130511,0
2024-25,22400759,MIA,BOS,0,0,0,2,1,1,-9.3,-0.2,-9.372727273,-0.166666667,2024,valid,regular,-0.03232615689627948,-0.17252786738139225,0.8415348371127453,0.2757465591609483,0
2024-25,22400752,DET,CHA,1,0,0,1,1,0,5.3,0.3,4.389863548,0.299850075,2024,valid,regular,-0.06118141194410579,0.10999698071471167,1.1162747001020035,0.5778654457898247,1
2024-25,22400754,MIL,PHI,1,0,0,1,1,0,-0.6,-0.1,3.688995215,0.274535809,2024,valid,regular,-0.06118141194410579,0.03803407120958726,1.038766624310949,0.6385226309896456,1
2024-25,22400753,HOU,TOR,1,1,0,0,1,-1,-5.1,-0.2,9.712719298,0.465714286,2024,valid,regular,-0.16168057942767247,-0.10430636834899651,0.9009492328056495,0.6038096720488995,1
2024-25,22400751,LAC,UTA,1,0,1,1,0,1,6.7,0.2,9.214285714,0.389583333,2024,valid,regular,0.1998428839171813,-0.08817554124442178,0.9156001370280686,0.7517376370084843,1
2024-25,22400747,MIN,POR,1,0,0,1,1,0,-2.1,-0.2,6.777568922,0.18956044,2024,valid,regular,-0.06118141194410579,-0.08202667335527888,0.9212473856098107,0.5138533529715725,1
2024-25,22400741,DAL,HOU,1,0,0,1,1,0,-1.1,0.0,-3.016233766,-0.044444444,2024,valid,regular,-0.06118141194410579,-0.25178877184651777,0.7774089313802868,0.35706225963860666,0
2024-25,22400742,LAL,IND,1,0,0,1,1,0,9.2,0.1,-1.925925926,0.137717122,2024,valid,regular,-0.06118141194410579,-0.26969652037145897,0.7636111996193685,0.46024914574915976,1
2024-25,22400750,SAC,NOP,1,0,0,1,2,-1,1.4,0.1,8.200396825,0.316137566,2024,valid,regular,-0.050858176394346616,-0.3685290887477136,0.691751087132595,0.5801766642440931,1
2024-25,22400743,ORL,SAS,1,0,1,1,0,1,-3.6,-0.1,0.021825397,0.293846154,2024,valid,regular,0.1998428839171813,0.09665030603927557,1.1014751270659164,0.43187302957646595,1
2024-25,22400746,MEM,OKC,0,0,1,2,0,2,-2.6,0.2,-5.107142857,0.009259259,2024,valid,regular,0.2286981389650076,0.2698815890782239,1.3098093458183813,0.4442554932884518,1
2024-25,22400744,WAS,ATL,0,1,1,0,0,0,-4.6,0.1,-10.48214286,-0.140740741,2024,valid,regular,0.09934371643361459,0.34177782589195205,1.4074475643675475,0.36057498954821854,0
2024-25,22400749,PHX,DEN,0,1,0,0,1,-1,-7.9,-0.2,-4.741854637,0.025925926,2024,valid,regular,-0.16168057942767247,-0.46644381095235987,0.6272288512323315,0.2736126557464638,0
2024-25,22400745,CHI,GSW,0,0,0,2,1,1,-0.7,0.0,-4.578947368,-0.086206897,2024,valid,regular,-0.03232615689627948,-0.2962041037214137,0.7436356337295967,0.2560445753638222,0
2024-25,22400748,NYK,BOS,0,0,0,3,1,2,0.0,0.1,-2.603696742,-0.05862069,2024,valid,regular,-0.003470901848453167,-0.10570316783472244,0.8996916658694908,0.3208343496728903,0
2024-25,22400737,BKN,MIA,1,0,0,1,1,0,-1.8,-0.2,-6.735016835,-0.202758621,2024,valid,regular,-0.06118141194410579,-0.15858023553076753,0.8533544916934492,0.2697105710713333,0
2024-25,22400738,DET,PHI,1,0,0,1,1,0,1.7,-0.1,2.625,0.107142857,2024,valid,regular,-0.06118141194410579,0.10999698071471167,1.1162747001020035,0.5351112218634139,1
2024-25,22400739,OKC,TOR,1,0,0,1,1,0,12.7,0.1,17.3461039,0.634920635,2024,valid,regular,-0.06118141194410579,0.04679495486738574,1.0479071187951643,0.8041211902572217,1
2024-25,22400740,PHX,UTA,1,0,0,1,1,0,6.2,0.3,4.745454545,0.301061008,2024,valid,regular,-0.06118141194410579,-0.36594464346879324,0.6935411921817987,0.5243618479519313,1
2024-25,22400736,ATL,MIL,1,0,0,1,1,0,-7.8,-0.4,-4.104377104,0.051428571,2024,valid,regular,-0.06118141194410579,0.06644279287265012,1.0686998250794049,0.3861855696123641,0
2024-25,22400734,CHA,SAS,1,0,0,1,1,0,3.9,-0.1,-2.886792453,-0.06,2024,valid,regular,-0.06118141194410579,-0.07533522618204211,0.9274325345442183,0.37971686862774134,0
2024-25,22400735,WAS,CLE,0,0,0,1,1,0,-24.6,-0.3,-22.72727273,-0.410769231,2024,valid,regular,-0.06118141194410579,0.1812526975142317,1.1987180540962679,0.10580550343455643,0
2024-25,22400730,DEN,ORL,1,1,1,0,0,0,15.8,0.5,4.343181818,0.282051282,2024,valid,regular,0.09934371643361459,0.24929586310710108,1.2831216052612597,0.7528084374972731,1
2024-25,22400729,MIN,HOU,1,1,0,0,1,-1,7.6,0.1,-1.955026455,-0.102171137,2024,valid,regular,-0.16168057942767247,-0.18252584083884557,0.8331631140163948,0.3634672746590922,0
2024-25,22400731,LAL,GSW,1,0,1,1,0,1,13.9,0.3,-2.791666667,0.12,2024,valid,regular,0.1998428839171813,-0.008672224510171883,0.9913652707613819,0.4156109845561903,1
2024-25,22400732,POR,SAC,1,0,1,1,0,1,17.1,0.4,-3.181818182,0.107279693,2024,valid,regular,0.1998428839171813,0.5052342380823853,1.6573736950325626,0.6489975495833735,1
2024-25,22400728,BOS,DAL,0,0,0,1,1,0,11.5,0.3,7.682142857,0.238095238,2024,valid,regular,-0.06118141194410579,-0.2280330732830271,0.7960979298278957,0.6527575035549179,1
2024-25,22400733,LAC,IND,0,0,0,1,1,0,-2.4,-0.2,2.352315609,0.177419355,2024,valid,regular,-0.06118141194410579,-0.3491998371057089,0.7052521806323672,0.5504195829844026,1
2024-25,22400724,OKC,PHX,1,0,0,1,1,0,10.6,0.1,12.94444444,0.387566138,2024,valid,regular,-0.06118141194410579,0.04679495486738574,1.0479071187951643,0.7793693143007818,1
2024-25,22400726,DEN,NOP,1,0,0,1,1,0,9.0,0.3,11.02915952,0.446153846,2024,valid,regular,-0.06118141194410579,0.08877073472938071,1.0928300796192147,0.7474319131792265,1
2024-25,22400723,MIN,CHI,1,0,1,1,0,1,10.9,0.2,5.839285714,0.018518519,2024,valid,regular,0.1998428839171813,0.1789976225060082,1.1960179006391305,0.6276973098821154,1
2024-25,22400725,UTA,GSW,1,0,0,1,1,0,-6.7,-0.5,-8.079461279,-0.261666667,2024,valid,regular,-0.06118141194410579,0.017262046253387807,1.0174118963719467,0.23283127455291794,0
2024-25,22400719,ATL,SAS,0,0,0,1,1,0,-2.4,-0.1,-1.734330484,0.166666667,2024,valid,regular,-0.06118141194410579,0.06644279287265012,1.0686998250794049,0.44599100609467124,1
2024-25,22400718,DET,CLE,0,0,1,1,0,1,-13.6,-0.2,-9.274074074,-0.148148148,2024,valid,regular,0.1998428839171813,0.37102127657599876,1.4492139073684611,0.25492819611546463,0
2024-25,22400721,PHI,MIA,0,1,1,0,0,0,2.9,0.1,-3.101886792,-0.01984127,2024,valid,regular,0.09934371643361459,0.476441944814336,1.6103345377184706,0.4809355318557078,1
2024-25,22400717,CHA,MIL,0,0,0,1,1,0,-4.0,-0.2,-4.96988389,-0.09706258,2024,valid,regular,-0.06118141194410579,-0.07533522618204211,0.9274325345442183,0.3268763112118524,0
2024-25,22400720,BKN,WAS,0,1,0,0,1,-1,5.1,0.1,8.222222222,0.18452381,2024,valid,regular,-0.16168057942767247,-0.2590794030143342,0.7717617404021867,0.6001639245143013,1
2024-25,22400727,SAC,ORL,0,0,0,1,1,0,10.9,0.4,1.62962963,0.171136654,2024,valid,regular,-0.06118141194410579,-0.37885232429747284,0.6846467108852321,0.5628686153019629,1
2024-25,22400722,TOR,MEM,0,1,0,0,1,-1,-3.2,-0.2,-11.32727273,-0.128306878,2024,valid,regular,-0.16168057942767247,-0.27682316631829784,0.7581885585311012,0.2854488291031569,0
2024-25,22400716,POR,IND,1,1,1,0,0,0,0.9,0.0,-5.250712251,0.018472906,2024,valid,regular,0.09934371643361459,0.4047350705988185,1.4989053433548034,0.5343713331680017,1
2024-25,22400714,CHI,MIA,1,0,0,1,2,-1,0.1,-0.1,-3.535314685,-0.088624339,2024,valid,regular,-0.050858176394346616,-0.31473612321948086,0.7299814740178409,0.322355234850939,0
2024-25,22400712,PHI,DAL,1,0,0,1,1,0,0.8,0.0,-4.759259259,-0.021367521,2024,valid,regular,-0.06118141194410579,0.3159168164366156,1.3715161632791038,0.4359078435820043,1
2024-25,22400711,BKN,HOU,1,0,1,2,0,2,-8.4,-0.2,-11.64150943,-0.381987578,2024,valid,regular,0.2286981389650076,0.13129931537834585,1.1403090422695343,0.2441053411480823,0
2024-25,22400713,TOR,NYK,0,0,1,1,0,1,0.7,0.1,-11.06296296,-0.158518519,2024,valid,regular,0.1998428839171813,0.0847002970265559,1.0883908238466882,0.4689189253613179,1
2024-25,22400710,CLE,BOS,0,0,0,1,1,0,1.8,-0.1,-0.149914237,0.077586207,2024,valid,regular,-0.06118141194410579,0.04353845748872356,1.0445001623928565,0.5186808047357615,1
2024-25,22400715,LAC,LAL,0,0,0,1,2,-1,-3.1,-0.2,5.345562544,0.2,2024,valid,regular,-0.050858176394346616,-0.3388766015559497,0.7125703737395935,0.5850214008209258,1
2024-25,22400705,OKC,MIL,1,0,1,1,0,1,7.7,0.1,10.58236575,0.423076923,2024,valid,regular,0.1998428839171813,0.30781925072867283,1.3604550654508205,0.7752778191927902,1
2024-25,22400703,MEM,SAS,1,1,0,0,1,-1,11.7,0.5,7.944444444,0.392914654,2024,valid,regular,-0.16168057942767247,-0.12049712931445614,0.8864796321459906,0.6376666544051793,1
2024-25,22400706,DEN,NOP,1,0,0,1,2,-1,4.7,0.2,10.78632479,0.423333333,2024,valid,regular,-0.050858176394346616,0.09909397027913988,1.104170053852074,0.7285573084496467,1
2024-25,22400702,NYK,HOU,1,0,0,1,1,0,6.1,0.1,1.014957265,0.022988506,2024,valid,regular,-0.06118141194410579,-0.16341367793037506,0.8492398039751069,0.3868981036774239,0
