home_abbr,away_abbr,avg_HCA,avg_pred_prob_home_win,total_home_win,total_predicted_win,total_games,total_predicted_lose,pred_label
CHI,MEM,-0.04735535397081078,0.2724138157025217,0,0,1,1,0
CHI,MIA,0.02349932654503935,0.396876986259691,2,0,3,3,0
CHI,MIL,0.03923188500000162,0.423072155605841,1,0,2,2,0
CHI,MIN,-0.04735535397081078,0.4228027605254233,0,0,1,1,0
CHI,NOP,0.03923188500000162,0.6456981317970133,0,1,1,0,1
CHI,NYK,0.32500983992466637,0.38043876810847266,1,0,1,1,0
CHI,OKC,-0.05866709985208596,0.2152613462660197,0,0,1,1,0
CHI,ORL,0.03923188500000162,0.4437281543296188,1,0,1,1,0
CHI,PHI,0.16808195360000883,0.615227885790836,0,2,2,0,1
CHI,PHX,0.03923188500000162,0.46804586203740556,0,0,1,1,0
CHI,POR,0.32500983992466637,0.5818653993918904,1,1,1,0,1
CHI,SAC,0.03923188500000162,0.41567757449879084,0,0,1,1,0
CHI,SAS,0.03923188500000162,0.40446716958012874,1,0,1,1,0
CHI,TOR,-0.00971760742604217,0.49240208754429565,2,1,2,1,0
CHI,UTA,0.06730970272465199,0.6939266866641857,0,1,1,0,1
CHI,WAS,0.03923188500000162,0.7446933810609055,2,2,2,0,1
CLE,ATL,0.004321301436283016,0.7837170372307882,1,2,2,0,1
CLE,BKN,0.24798252977397223,0.8466985139005838,2,2,2,0,1
CLE,BOS,0.03923188500000162,0.4690104321141819,1,1,2,1,0
CLE,CHA,0.16808195360000883,0.8529400564606754,2,2,2,0,1
CLE,CHI,0.03923188500000162,0.742087044697088,2,2,2,0,1
CLE,DAL,0.06730970272465199,0.6971622212816688,1,1,1,0,1
CLE,DEN,0.03923188500000162,0.717380678247531,1,1,1,0,1
CLE,DET,0.03923188500000162,0.5985264636040994,2,1,2,1,1
CLE,GSW,0.03923188500000162,0.25471974573821404,1,0,1,1,0
CLE,HOU,-0.04735535397081078,0.5239930608073197,0,1,1,0,1
CLE,IND,0.07409675025341711,0.703625913897133,0,5,5,0,1
CLE,LAC,0.03923188500000162,0.48831655260964607,1,0,1,1,0
CLE,LAL,0.03923188500000162,0.7405485374085548,1,1,1,0,1
CLE,MEM,0.03923188500000162,0.701137961561893,1,1,1,0,1
CLE,MIA,0.057165834884148115,0.6767063049830702,3,3,3,0,1
CLE,MIL,0.07296557566528958,0.7642447649215911,2,2,2,0,1
CLE,MIN,0.06730970272465199,0.6764796012421844,1,1,1,0,1
CLE,NOP,0.19903303734792843,0.8849534922216892,1,1,1,0,1
CLE,NYK,0.2620214386362974,0.7419454726113694,2,2,2,0,1
CLE,OKC,0.0786214486059272,0.5220352667943923,1,1,1,0,1
CLE,ORL,0.03923188500000162,0.7440700784525478,1,2,2,0,1
CLE,PHI,0.19903303734792843,0.8099922227181977,1,1,1,0,1
CLE,PHX,0.03923188500000162,0.7310270732224633,1,1,1,0,1
CLE,POR,0.03923188500000162,0.7800856094029742,1,1,1,0,1
CLE,SAC,0.03923188500000162,0.7312140655019334,0,1,1,0,1
CLE,SAS,0.03923188500000162,0.7161441387211703,1,1,1,0,1
CLE,TOR,0.152866151839253,0.8381867162711789,2,2,2,0,1
CLE,UTA,0.03923188500000162,0.8531188129056642,1,1,1,0,1
CLE,WAS,0.1039721033495276,0.9164908891481447,2,2,2,0,1
DAL,ATL,0.296932022200016,0.5738443222101522,1,1,1,0,1
DAL,BKN,0.03923188500000162,0.6795888778590448,0,1,1,0,1
DAL,BOS,0.03923188500000162,0.36030391581231186,0,0,1,1,0
DAL,CHA,0.03923188500000162,0.7401272177695545,1,1,1,0,1
DAL,CHI,0.03923188500000162,0.6120096234794014,1,1,1,0,1
DAL,CLE,0.05054363088127683,0.31230630783126956,0,0,1,1,0
DAL,DEN,0.053270793862326804,0.49283613547629834,0,1,2,1,0
DAL,DET,0.03923188500000162,0.4167065552514184,1,0,1,1,0
DAL,GSW,0.03923188500000162,0.3807059227612539,1,0,1,1,0
DAL,HOU,0.04488775794063922,0.39704644848308246,1,0,2,2,0
DAL,IND,-0.04735535397081078,0.6097752944278729,0,1,1,0,1
DAL,LAC,0.07296557566528958,0.5089680826890506,1,1,2,1,1
DAL,LAL,0.14721027889861538,0.563957938040726,1,2,2,0,1
DAL,MEM,0.03923188500000162,0.470432555834519,1,1,2,1,0
DAL,MIA,0.19903303734792843,0.5829677944949914,1,1,1,0,1
DAL,MIL,0.03923188500000162,0.5040312380182485,0,1,1,0,1
DAL,MIN,0.03923188500000162,0.5955019713439159,0,2,2,0,1
DAL,NOP,0.12366688515249039,0.7668735626257738,2,2,2,0,1
DAL,NYK,0.03923188500000162,0.5387470841516603,1,1,1,0,1
DAL,OKC,0.296932022200016,0.28494879576632137,1,0,1,1,0
DAL,ORL,0.06730970272465199,0.5652467515358527,1,1,1,0,1
DAL,PHI,0.03923188500000162,0.6141675800967703,0,1,1,0,1
DAL,PHX,0.03923188500000162,0.5527292349799856,0,2,2,0,1
DAL,POR,0.16808195360000883,0.7484513780208645,2,2,2,0,1
DAL,SAC,0.03923188500000162,0.5396079053470699,0,2,2,0,1
DAL,SAS,0.24686108081185998,0.5936299176550479,2,2,2,0,1
DAL,TOR,0.03923188500000162,0.4844710314724263,1,0,1,1,0
DAL,UTA,0.05054363088127683,0.615568781930603,1,1,1,0,1
DAL,WAS,0.03923188500000162,0.8417602024487878,1,1,1,0,1
DEN,ATL,0.05054363088127683,0.5918809289800233,1,1,1,0,1
DEN,BKN,0.03923188500000162,0.731967770863114,1,1,1,0,1
DEN,BOS,0.06730970272465199,0.323482983787167,0,0,1,1,0
DEN,CHA,0.4092432930986175,0.8289841092299515,1,1,1,0,1
DEN,CHI,-0.05866709985208596,0.5307704199269278,0,1,1,0,1
DEN,CLE,0.06185537676255203,0.2978550161299336,0,0,1,1,0
DEN,DAL,0.058926666802964406,0.4080243026863356,1,0,2,2,0
DEN,DET,-0.05866709985208596,0.626862070432387,1,1,1,0,1
DEN,GSW,0.05054363088127683,0.26194779270274254,1,0,1,1,0
DEN,HOU,-0.05866709985208596,0.4254270734708888,0,0,1,1,0
DEN,IND,0.03923188500000162,0.47157361797174246,0,0,1,1,0
DEN,LAC,0.07187892355380052,0.34178136235679396,5,0,7,7,0
DEN,LAL,0.16808195360000883,0.6070560336891702,1,2,2,0,1
DEN,MEM,0.296932022200016,0.5663961191322471,1,1,1,0,1
DEN,MIA,0.03923188500000162,0.37675024506604593,1,0,1,1,0
DEN,MIL,0.03923188500000162,0.486139131470029,1,0,1,1,0
DEN,MIN,0.07296557566528959,0.5244621990994438,0,1,2,1,1
DEN,NOP,0.04488775794063922,0.7295239759463171,2,2,2,0,1
DEN,NYK,0.03923188500000162,0.4881125371199841,0,0,1,1,0
DEN,OKC,0.07074353588474208,0.1938557417065078,3,0,5,5,0
DEN,ORL,0.19903303734792843,0.7421191000610461,1,1,1,0,1
DEN,PHI,0.03923188500000162,0.7218685375349524,1,1,1,0,1
DEN,PHX,-0.004061734485404565,0.6175528615041883,2,2,2,0,1
DEN,POR,0.03923188500000162,0.6242553935546709,2,2,2,0,1
DEN,SAC,0.182120862462334,0.5905786102397259,2,2,2,0,1
DEN,SAS,0.12478833411460263,0.5882498805752603,0,2,2,0,1
DEN,TOR,0.03923188500000162,0.4424664998194626,1,0,1,1,0
DEN,UTA,0.11913246117396503,0.6406505710479039,2,1,2,1,1
DEN,WAS,-0.05866709985208596,0.7706583375719788,0,1,1,0,1
DET,ATL,-0.00971760742604217,0.5274264561540798,1,1,2,1,1
DET,BKN,0.19903303734792843,0.6842023254990092,1,1,1,0,1
DET,BOS,0.11913246117396503,0.23324333860588597,1,0,2,2,0
DET,CHA,0.05054363088127682,0.5800087428112581,2,2,2,0,1
DET,CHI,0.11913246117396503,0.5717073460186345,1,2,2,0,1
DET,CLE,0.3109709310623412,0.312446224195162,1,0,2,2,0
DET,DAL,0.03923188500000162,0.36451885449346594,1,0,1,1,0
DET,DEN,0.296932022200016,0.46098771162576874,0,0,1,1,0
DET,GSW,-0.05866709985208596,0.3007369636664891,0,0,1,1,0
DET,HOU,0.03923188500000162,0.28390474988195125,0,0,1,1,0
DET,IND,0.13204992107417796,0.5163552176792899,0,1,2,1,1
DET,LAC,0.19903303734792843,0.4228266499865486,1,0,1,1,0
DET,LAL,-0.04735535397081078,0.5282196755062751,1,1,1,0,1
DET,MEM,-0.05866709985208596,0.4280245664098631,0,0,1,1,0
DET,MIA,0.0786214486059272,0.3284461719141578,2,0,2,2,0
DET,MIL,0.1388272429769278,0.4327784705127008,0,0,2,2,0
DET,MIN,-0.05866709985208596,0.42317375728066736,1,0,1,1,0
DET,NOP,0.03923188500000162,0.7259806752261617,1,1,1,0,1
DET,NYK,0.06060327398730192,0.43911589411739954,1,0,5,5,0
DET,OKC,0.05054363088127683,0.24412377928014944,0,0,1,1,0
DET,ORL,0.10669926633057755,0.43061132277633135,1,0,1,1,0
DET,PHI,-0.004061734485404582,0.5577246960417758,1,2,2,0,1
DET,PHX,0.03923188500000162,0.4812921474004726,0,0,1,1,0
DET,POR,0.03923188500000162,0.5548785461938798,1,1,1,0,1
DET,SAC,0.296932022200016,0.5847084543942627,0,1,1,0,1
DET,SAS,0.03923188500000162,0.48825986503697566,1,0,1,1,0
DET,TOR,0.16808195360000883,0.5945595332364747,2,2,2,0,1
DET,UTA,0.0786214486059272,0.5792505365007204,0,1,1,0,1
DET,WAS,0.16808195360000883,0.7673849514461195,1,2,2,0,1
GSW,ATL,0.03923188500000162,0.8462988318108314,1,1,1,0,1
GSW,BKN,0.296932022200016,0.8766044405734494,0,1,1,0,1
GSW,BOS,0.03923188500000162,0.41627674029230305,0,0,1,1,0
GSW,CHA,0.296932022200016,0.8657685694434931,1,1,1,0,1
GSW,CHI,-0.04735535397081078,0.6137900145519585,1,1,1,0,1
GSW,CLE,0.05054363088127683,0.3628038099762642,0,0,1,1,0
GSW,DAL,0.06926217603104375,0.6734389979441554,2,3,3,0,1
GSW,DEN,-0.00971760742604217,0.6482912571678978,1,2,2,0,1
GSW,DET,0.05054363088127683,0.6951932489862227,1,1,1,0,1
GSW,HOU,0.04710979772118673,0.5721241679354524,3,5,5,0,1
GSW,IND,0.296932022200016,0.7249584213176901,0,1,1,0,1
GSW,LAC,0.16808195360000883,0.6658612284719232,0,1,2,1,1
GSW,LAL,0.03923188500000162,0.6874374051808108,0,2,2,0,1
GSW,MEM,0.1344912033082232,0.6552210463989234,3,3,3,0,1
GSW,MIA,0.296932022200016,0.6679285947325911,0,1,1,0,1
GSW,MIL,-0.05866709985208596,0.6179848819464042,1,1,1,0,1
GSW,MIN,0.014757138786979724,0.6324122304720243,1,4,4,0,1
GSW,NOP,0.11913246117396503,0.9350948099721559,2,2,2,0,1
GSW,NYK,0.05054363088127683,0.7370754299303144,1,1,1,0,1
GSW,OKC,-0.004061734485404582,0.43355856544233484,1,1,2,1,0
GSW,ORL,0.06730970272465199,0.7539612574580515,1,1,1,0,1
GSW,PHI,0.32500983992466637,0.7394493531722023,1,1,1,0,1
GSW,PHX,0.11913246117396503,0.6840009428535605,1,2,2,0,1
GSW,POR,0.296932022200016,0.7801488780577933,1,1,1,0,1
GSW,SAC,0.009977174376920618,0.6758463741229532,1,2,2,0,1
GSW,SAS,0.19903303734792843,0.7839127958535681,0,1,1,0,1
GSW,TOR,0.05054363088127683,0.7400968299744222,1,1,1,0,1
GSW,UTA,0.32500983992466637,0.7993006895322977,1,1,1,0,1
GSW,WAS,0.06730970272465199,0.8788630060821987,1,1,1,0,1
HOU,ATL,0.03923188500000162,0.6839250763902844,1,1,1,0,1
HOU,BKN,0.05054363088127683,0.8105676654713755,0,1,1,0,1
HOU,BOS,0.296932022200016,0.4762012673772738,0,0,1,1,0
HOU,CHA,0.19679013942370394,0.7695858533223637,0,1,1,0,1
HOU,CHI,-0.05866709985208596,0.6755097289656709,1,1,1,0,1
HOU,CLE,0.03923188500000162,0.453333899963917,1,0,1,1,0
HOU,DAL,0.053270793862326804,0.6396755044563902,2,2,2,0,1
HOU,DEN,0.03923188500000162,0.6191829501635814,0,2,2,0,1
HOU,DET,0.03923188500000162,0.7262893817527892,0,1,1,0,1
HOU,GSW,0.0958231041404988,0.42218675526592936,3,1,7,6,0
HOU,IND,0.03923188500000162,0.7587441179954643,1,1,1,0,1
HOU,LAC,0.03923188500000162,0.5247184144539655,2,2,2,0,1
HOU,LAL,0.03923188500000162,0.682796992990724,1,1,1,0,1
HOU,MEM,0.06730970272465198,0.6468427662481282,2,2,2,0,1
HOU,MIA,0.296932022200016,0.6415828973885648,0,1,1,0,1
HOU,MIL,0.06730970272465199,0.5782787572594055,1,1,1,0,1
HOU,MIN,0.06906151978580899,0.6253328051508453,1,2,2,0,1
HOU,NOP,0.09266035746825238,0.8004527011000521,2,2,2,0,1
HOU,NYK,0.05054363088127683,0.5880374665690288,1,1,1,0,1
HOU,OKC,0.06730970272465198,0.43527980523887355,2,1,2,1,0
HOU,ORL,0.03923188500000162,0.6931882581737344,1,1,1,0,1
HOU,PHI,0.296932022200016,0.8243652957250549,1,1,1,0,1
HOU,PHX,0.182120862462334,0.7044623284485317,2,2,2,0,1
HOU,POR,0.11913246117396503,0.8093794991355026,1,2,2,0,1
HOU,SAC,0.0786214486059272,0.6010320921942722,0,1,1,0,1
HOU,SAS,0.11913246117396503,0.6821732500303302,2,2,2,0,1
HOU,TOR,-0.05866709985208596,0.6193478602043678,1,1,1,0,1
HOU,UTA,0.03923188500000162,0.8383929915103397,1,1,1,0,1
HOU,WAS,0.19903303734792843,0.8932319128751794,1,1,1,0,1
IND,ATL,0.06730970272465199,0.6625657600350667,1,1,1,0,1
IND,BKN,-0.00971760742604217,0.670946720170948,2,2,2,0,1
IND,BOS,0.03923188500000162,0.15382475611661825,1,0,1,1,0
IND,CHA,0.16808195360000883,0.6995823862826624,1,2,2,0,1
IND,CHI,0.03923188500000162,0.5952473676062842,2,2,2,0,1
IND,CLE,0.04907927590148301,0.33068944562282043,2,0,4,4,0
IND,DAL,0.05054363088127683,0.5994611833914832,1,1,1,0,1
IND,DEN,-0.05866709985208596,0.38154528897129836,0,0,1,1,0
IND,DET,0.06730970272465198,0.6195329845793676,1,2,2,0,1
IND,GSW,0.296932022200016,0.4591940269528649,1,0,1,1,0
IND,HOU,0.296932022200016,0.51889957455153,1,1,1,0,1
IND,LAC,0.0786214486059272,0.4092870753765719,1,0,1,1,0
IND,LAL,0.03923188500000162,0.5937230101241842,0,1,1,0,1
IND,MEM,0.19679013942370394,0.4244076910300853,1,0,1,1,0
IND,MIA,0.04488775794063922,0.41290196578306126,1,0,2,2,0
IND,MIL,0.06130400081176472,0.5073732661940014,4,3,5,2,1
IND,MIN,0.05054363088127683,0.4399969645041374,1,0,1,1,0
IND,NOP,0.0015941384552330233,0.6933189771750023,2,2,2,0,1
IND,NYK,0.04710979772118673,0.5293108883579682,3,3,5,2,1
IND,OKC,0.0687740577044458,0.29669070740972103,2,0,4,4,0
IND,ORL,-0.00971760742604217,0.5807740308036835,1,2,2,0,1
IND,PHI,0.04488775794063922,0.6057175372882346,1,2,2,0,1
IND,PHX,0.06185537676255203,0.5764713272378138,1,1,1,0,1
IND,POR,0.03923188500000162,0.5632423550156801,1,1,1,0,1
IND,SAC,0.03923188500000162,0.6209685305923568,1,1,1,0,1
IND,TOR,0.296932022200016,0.6692873643559138,1,1,1,0,1
IND,UTA,0.03923188500000162,0.7874874884367313,1,1,1,0,1
IND,WAS,0.03923188500000162,0.8063551498923575,2,2,2,0,1
LAC,ATL,0.296932022200016,0.7077704394541126,1,1,1,0,1
LAC,BKN,0.296932022200016,0.7971655787837404,1,1,1,0,1
LAC,BOS,0.03923188500000162,0.44660309977779405,0,0,1,1,0
LAC,CHA,0.03923188500000162,0.8090857155449424,1,1,1,0,1
LAC,CHI,0.19903303734792843,0.7691691809047261,0,1,1,0,1
LAC,CLE,0.03923188500000162,0.42573898987056885,1,0,1,1,0
LAC,DAL,0.11913246117396503,0.7547101770188603,2,2,2,0,1
LAC,DEN,0.054735148842120614,0.6791226785259974,3,4,4,0,1
LAC,DET,-0.05866709985208596,0.5724646041437548,1,1,1,0,1
LAC,GSW,0.024016083239245783,0.3997678275393087,2,1,2,1,0
LAC,HOU,0.029671956179883385,0.5228618294414729,1,2,2,0,1
LAC,IND,0.03923188500000162,0.6258291528304062,0,1,1,0,1
LAC,LAL,0.058926666802964406,0.7032527958727992,1,2,2,0,1
LAC,MEM,0.21019868018698434,0.6087939707217296,2,2,2,0,1
LAC,MIA,0.12346533817395274,0.5647231385206994,1,1,1,0,1
LAC,MIL,0.03923188500000162,0.6008097813299073,1,1,1,0,1
LAC,MIN,-0.05866709985208596,0.7052905265658317,0,1,1,0,1
LAC,NOP,0.05054363088127683,0.8582736716928743,1,1,1,0,1
LAC,NYK,0.296932022200016,0.695450385134464,1,1,1,0,1
LAC,OKC,0.16808195360000883,0.39714255061753323,0,0,2,2,0
LAC,ORL,0.03923188500000162,0.6087455982542817,1,1,1,0,1
LAC,PHI,0.03923188500000162,0.770351927588719,1,1,1,0,1
LAC,PHX,0.07471739272644658,0.7438661389198481,0,2,2,0,1
LAC,POR,0.053270793862326804,0.6936047906423988,1,2,2,0,1
LAC,SAC,0.05054363088127682,0.612940354962487,2,2,2,0,1
LAC,SAS,0.053270793862326804,0.7137011903908774,2,2,2,0,1
LAC,TOR,-0.04735535397081078,0.7157586339504478,1,1,1,0,1
LAC,UTA,0.2241618310019864,0.7935292415111843,3,3,3,0,1
LAC,WAS,-0.05866709985208596,0.896197078711334,1,1,1,0,1
LAL,ATL,-0.05866709985208596,0.4796824798889146,1,0,1,1,0
LAL,BKN,0.03923188500000162,0.6396708813836169,1,1,1,0,1
LAL,BOS,0.296932022200016,0.2936355790053198,1,0,1,1,0
LAL,CHA,0.19679013942370394,0.7437583533767426,0,1,1,0,1
LAL,CHI,0.03923188500000162,0.5538866964392539,0,1,1,0,1
LAL,CLE,0.32500983992466637,0.25706119751841316,0,0,1,1,0
LAL,DAL,0.06730970272465199,0.5711557713007557,1,1,1,0,1
LAL,DEN,0.16808195360000883,0.5132767180048666,1,1,2,1,1
LAL,DET,0.03923188500000162,0.5402981618129356,0,1,1,0,1
LAL,GSW,0.182120862462334,0.407426503994812,1,0,2,2,0
